movie_title,budget_2017
Star Trek: Nemesis ,81502312.67345051
Intolerable Cruelty ,79688856.72937772
Trouble with the Curve ,nan
Edge of Darkness ,89632229.51320007
The Relic ,60878938.64013267
Analyze That ,81502312.67345051
Righteous Kill ,68086553.32302937
Mercury Rising ,89938750.51041241
The Soloist ,68329455.56072593
The Legend of Bagger Vance ,85124637.68115942
Almost Famous ,85124637.68115942
Garfield 2 ,nan
xXx: State of the Union ,108835235.98568751
Priest ,65165680.47337278
Sinbad: Legend of the Seven Seas ,79688856.72937772
Event Horizon ,91318407.96019901
The Avengers ,234126685.0268155
Dragonfly ,81502312.67345051
The Black Dahlia ,60597556.94948828
Flyboys ,72717068.33938594
The Last Castle ,82788949.44559294
Supernova ,92218357.48792271
Winter's Tale ,61922968.79392747
The Mortal Instruments: City of Bones ,62931428.571428575
Meet Dave ,68086553.32302937
Dark Water ,37529391.71920259
Edtv ,80665201.75789052
Inkheart ,68086553.32302937
The Spirit ,68086553.32302937
Mortdecai ,61844728.34479855
In the Name of the King: A Dungeon Siege Tale ,70698122.29176697
Beyond Borders ,46485166.42547034
Xi you ji zhi: Sun Wukong san da Baigu Jing ,69230825.01386578
The Great Raid ,100078377.91787358
Deadpool ,59045479.75596228
Holy Man ,89938750.51041241
American Sniper ,60684509.41804892
Goosebumps ,59783237.39997193
"Sabrina, the Teenage Witch             ",nan
Just Like Heaven ,72556823.99045834
The Flintstones in Viva Rock Vegas ,85124637.68115942
Rambo III ,130148002.25098483
Leatherheads ,65817001.54559506
The Ridiculous 6 ,nan
Did You Hear About the Morgans? ,66051807.04203506
The Internship ,60833714.28571429
Resident Evil: Afterlife ,67224172.13490006
Red Tails ,61724307.87070591
Sex and the City             ,nan
The Devil's Advocate ,86752487.56218906
That's My Boy ,74494854.32671402
DragonHeart ,88795671.54678549
After the Sunset ,75023960.53558844
Ghost Rider: Spirit of Vengeance ,61907396.44970414
Captain Corelli's Mandolin ,78649501.97331329
Anger Management             ,nan
The Pacifier ,70054864.54251151
Walking Tall ,72436927.4136716
Forrest Gump ,90662325.99910194
Alvin and the Chipmunks ,70698122.29176697
Meet the Parents ,78030917.87439615
Pocahontas ,88187377.15658443
Superman ,206025510.20408165
The Nutty Professor ,84122215.14958625
Hitch ,87568580.67813937
George of the Jungle ,83708540.63018243
American Wedding ,73048118.66859625
Captain Phillips ,57687142.85714286
Date Night ,61622157.79032505
Casper ,80170342.8696222
The Equalizer ,56762721.39443351
Maid in Manhattan ,74710453.2839963
Crimson Tide ,84980563.44179954
The Pursuit of Happyness ,66657312.64443711
Flightplan ,68803884.81853808
Disclosure ,90662325.99910194
City of Angels ,82443854.63454472
Kill Bill: Vol. 1 ,39844428.36468886
Bowfinger ,80665201.75789052
Stargate SG-1             ,nan
Kill Bill: Vol. 2 ,38805496.828752644
Tango & Cash ,108405369.12751679
Death Becomes Her ,95757647.61678919
Shanghai Noon ,78030917.87439615
Executive Decision ,85680033.94865267
Mr. Popper's Penguins ,59735207.10059171
The Forbidden Kingdom ,62412673.87944359
Free Birds ,57687142.85714286
Alien 3 ,87052406.92435381
Evita ,85680033.94865267
Ronin ,82443854.63454472
The Ghost and the Darkness ,85680033.94865267
Paddington ,56762721.39443351
The Watch ,72366429.91737933
The Hunted ,73048118.66859625
Instinct ,80665201.75789052
Stuck on You ,73048118.66859625
Semi-Pro ,62412673.87944359
The Pirates! Band of Misfits ,58531671.256703876
Changeling ,62412673.87944359
Chain Reaction ,77890939.95332061
The Fan ,85680033.94865267
The Phantom of the Opera ,90546159.2670895
Elizabeth: The Golden Age ,64806612.100786395
Æon Flux ,77560742.88635202
Gods and Generals ,74376266.28075254
Turbulence ,108060116.0862355
Imagine That ,62635334.26399876
Muppets Most Wanted ,51602473.99493956
Thunderbirds ,73730443.97463001
Burlesque ,61622157.79032505
A Very Long Engagement ,60795278.36504581
Lolita ,16154015.401540153
Eye See You ,74710453.2839963
Blade II ,73352081.40610546
Seven Pounds ,62412673.87944359
Bullet to the Head ,58531671.256703876
The Godfather: Part III ,100985226.69383596
Elizabethtown ,71305844.26648493
"You, Me and Dupree ",65445361.50544735
Superman II ,160124394.184168
Gigli ,71719971.05643995
All the King's Men ,66657312.64443711
Shaft ,65262222.22222223
Anastasia ,76098673.30016585
Moulin Rouge! ,72440330.76489383
Domestic Disturbance ,73130238.67694043
Black Mass ,54629510.03790539
Flags of Our Fathers ,109075602.50907892
Law Abiding Citizen ,56941212.9672716
Grindhouse ,62450008.02439416
Beloved ,82443854.63454472
Lucky You ,64806612.100786395
Catch Me If You Can ,70635337.65032378
Zero Dark Thirty ,42568488.18669373
The Break-Up ,63021459.22746781
Mamma Mia! ,59008346.21329212
Valentine's Day ,58260949.18358005
The Dukes of Hazzard ,62548986.19867098
The Thin Red Line ,77946917.1090241
The Change-Up ,56476923.07692308
Man on the Moon ,76265281.66200559
Casino ,83377156.58440709
From Paris with Love ,58260949.18358005
Bulletproof Monk ,69063675.83212736
"Me, Myself & Irene ",72355942.02898552
Barnyard ,61809508.08847805
Deck the Halls ,nan
The Twilight Saga: New Moon ,56941212.9672716
Shrek ,82788949.44559294
The Adjustment Bureau ,54521952.662721895
Robin Hood: Prince of Thieves ,86102125.58025898
Jerry Maguire ,77890939.95332061
Ted ,53210610.23336716
As Good as It Gets ,76098673.30016585
Patch Adams ,74948958.758677
Anchorman 2: The Legend Continues ,52442857.14285715
Mr. Deeds ,67918593.89454208
Super 8 ,54304733.72781065
Erin Brockovich ,73774685.99033818
How to Lose a Guy in 10 Days ,66407380.60781477
22 Jump Street ,51602473.99493956
Interview with the Vampire: The Vampire Chronicles ,98904355.63538393
Yes Man ,79434312.21020094
Central Intelligence ,50901275.65169162
Stepmom ,74948958.758677
Daddy's Home ,51537273.62066546
Into the Woods ,51602473.99493956
Inside Man ,54537801.25453946
Payback ,73332001.5980823
Congo ,80170342.8696222
We Bought a Zoo ,nan
Knowing ,56941212.9672716
Failure to Launch ,60597556.94948828
The Ring Two ,nan
"Crazy, Stupid, Love. ",54304733.72781065
Garfield ,45273079.63354475
Christmas with the Kranks ,77610993.65750529
Moneyball ,54304733.72781065
Outbreak ,80170342.8696222
Non-Stop ,51602473.99493956
Race to Witch Mountain ,74023576.85745308
V for Vendetta ,67552905.09456466
Shanghai Knights ,66407380.60781477
Unforgotten             ,nan
Curious George ,60597556.94948828
Herbie Fully Loaded ,62548986.19867098
Don't Say a Word ,68990791.20466079
Hansel & Gretel: Witch Hunters ,52442857.14285715
Unfaithful ,67918593.89454208
I Am Number Four ,65165680.47337278
Syriana ,62548986.19867098
13 Hours ,50901275.65169162
The Book of Life ,51602473.99493956
Firewall ,60597556.94948828
Absolute Power ,76098673.30016585
G.I. Jane ,76098673.30016585
The Game ,76098673.30016585
Silent Hill ,60597556.94948828
The Replacements ,70937198.06763285
American Reunion ,53210610.23336716
The Negotiator ,74948958.758677
Into the Storm ,51602473.99493956
Beverly Hills Cop III ,90662325.99910194
Gremlins 2: The New Batch ,93504839.5313296
The Judge ,51602473.99493956
The Peacemaker ,76098673.30016585
Resident Evil: Apocalypse ,58208245.24312896
Bridget Jones: The Edge of Reason ,51740662.43833686
Out of Time ,66407380.60781477
On Deadly Ground ,82420296.36281994
The Adventures of Sharkboy and Lavagirl 3-D ,62548986.19867098
The Beach ,70937198.06763285
Raising Helen ,64675828.04792107
Ninja Assassin ,45552970.37381728
For Love of the Game ,73332001.5980823
A Touch of Frost             ,nan
Striptease ,62312751.96265648
Marmaduke ,56020143.44575005
Hereafter ,56020143.44575005
Murder by Numbers ,67918593.89454208
Assassins ,80170342.8696222
Hannibal Rising ,58915101.90980581
The Story of Us ,73332001.5980823
The Host ,41954285.71428572
Basic ,66407380.60781477
Blood Work ,67918593.89454208
The International ,56941212.9672716
Escape from L.A. ,77890939.95332061
Twisted             ,nan
The Iron Giant ,102664802.23731522
The Life Aquatic with Steve Zissou ,64675828.04792107
Free State of Jones ,50901275.65169162
The Life of David Gale ,66407380.60781477
Man of the House ,50039188.95893679
Run All Night ,51537273.62066546
Eastern Promises ,29457550.954902906
Into the Blue ,62548986.19867098
The Messenger: The Story of Joan of Arc ,571989612.4650419
Your Highness ,54196124.260355026
Dream House ,59735207.10059171
Mad City ,76098673.30016585
Baby's Day Out ,82420296.36281994
The Scarlet Letter ,80170342.8696222
Fair Game ,24648863.11613002
Defiance             ,nan
Domino ,62548986.19867098
Jade ,80170342.8696222
Gamer ,56941212.9672716
Beautiful Creatures ,62931428.571428575
Death to Smoochy ,74710453.2839963
Zoolander 2 ,50901275.65169162
The Big Bounce ,64675828.04792107
What Planet Are You From? ,70937198.06763285
Drive Angry ,54304733.72781065
Street Fighter: The Legend of Chun-Li ,20498836.66821778
The One ,67610975.38056757
Outlander             ,nan
The Adventures of Ford Fairlane ,74803871.62506367
Pirate Radio ,nan
Traffic ,68099710.14492755
Indiana Jones and the Last Crusade ,94608322.14765102
Anna Karenina ,nan
Chappie ,50506528.14825215
The Bone Collector ,70398721.534159
Panic Room ,65201850.1387604
The Tooth Fairy ,1817926.7084846485
Three Kings ,70398721.534159
Child 44 ,51537273.62066546
Rat Race ,66231159.55647435
K-PAX ,66231159.55647435
Kate & Leopold ,66231159.55647435
Bedazzled ,68099710.14492755
The Cotton Club ,136398462.5240231
3:10 to Yuma ,64806612.100786395
Taken 3 ,49538375.035141975
Out of Sight ,71951000.40832993
The Cable Guy ,73217483.55612136
Earth ,nan
Dick Tracy ,187009679.0626592
The Thomas Crown Affair ,70398721.534159
Riding in Cars with Boys ,66231159.55647435
First Blood ,35444137.93103448
Solaris ,5840891.010342085
Happily N'Ever After ,56961703.53251899
Mary Reilly ,73217483.55612136
My Best Friend's Wedding ,70010779.43615258
America's Sweethearts ,66231159.55647435
Insomnia ,62485106.38297872
Star Trek: First Contact ,70101845.95798855
Jonah Hex ,52658934.839005046
Courage Under Fire ,71659664.75705495
Liar Liar ,68488805.97014926
The Infiltrator ,25450637.82584581
Inchon ,128995607.61347
The Flintstones ,74178266.72653794
Taken 2 ,47889549.210030444
Scary Movie 3 ,63751085.38350218
Miss Congeniality ,63843478.26086957
Journey to the Center of the Earth ,51064914.99227203
The Princess Diaries 2: Royal Engagement ,51740662.43833686
The Pelican Brief ,76109191.43054596
The Client ,74178266.72653794
The Bucket List ,53023591.71882523
Patriot Games ,78347166.23191842
Monster-in-Law ,75058783.43840519
Prisoners ,48247428.571428575
Training Day ,62091712.084194705
Galaxy Quest ,65998801.43827407
Scary Movie 2 ,62091712.084194705
The Muppets ,48874260.35502958
Blade ,67454062.88280931
Coach Carter ,37529391.71920259
Changing Lanes ,61126734.50508788
Anaconda ,68488805.97014926
Coyote Ugly ,63843478.26086957
Love Actually ,59766642.547033295
A Bug's Life ,179877501.02082482
From Hell ,48293553.843262546
The Specialist ,74178266.72653794
Tin Cup ,70101845.95798855
"Yours, Mine and Ours ",17564593.301435407
Kicking & Screaming ,56294087.57880389
The Hitchhiker's Guide to the Galaxy ,62548986.19867098
Fat Albert ,33631430.58491895
Resident Evil: Extinction ,53023591.71882523
Blended ,41281979.19595165
Last Holiday ,54537801.25453946
The River Wild ,74178266.72653794
The Indian in the Cupboard ,72153308.58265997
Savages ,47889549.210030444
Cellular ,32337914.023960534
Johnny English ,46485166.42547034
The Ant Bully ,60597556.94948828
Dune ,94067905.18898143
Across the Universe ,53023591.71882523
Revolutionary Road ,39717156.10510047
16 Blocks ,63021459.22746781
Babylon A.D. ,79434312.21020094
The Glimmer Man ,70101845.95798855
Multiplicity ,70101845.95798855
Aliens in the Attic ,51247091.670544446
The Pledge ,62091712.084194705
The Producers ,56294087.57880389
Dredd ,37247427.16335701
The Phantom ,70101845.95798855
All the Pretty Horses ,80868405.79710145
Nixon ,80170342.8696222
The Ghost Writer ,50418129.10117504
Deep Rising ,67454062.88280931
Miracle at St. Anna ,51064914.99227203
Curse of the Golden Flower ,54537801.25453946
Bangkok Dangerous ,45391035.54868624
Big Trouble ,54334875.115633674
Love in the Time of Cholera ,53023591.71882523
The Returned             ,nan
Shadow Conspiracy ,68488805.97014926
Johnny English Reborn ,48874260.35502958
Foodfight! ,69173793.30337732
Argo ,47357443.10769677
The Fugitive ,74417876.06542271
The Bounty Hunter ,44816114.75660004
Sleepers ,68544027.15892214
Rambo: First Blood Part II ,99952970.2970297
The Juror ,68544027.15892214
Pinocchio ,45342517.81472684
Heaven's Gate ,130471728.59450728
Underworld: Evolution ,60597556.94948828
Victor Frankenstein ,41229818.896532364
Finding Forrester ,61005990.338164255
28 Days ,61005990.338164255
Unleashed ,56294087.57880389
The Sweetest Thing ,58409990.749306194
The Firm ,71035245.33517623
Charlie St. Cloud ,49297726.23226004
The Mechanic ,43443786.98224852
21 Jump Street ,44696912.59602842
Notting Hill ,61598881.34238913
Chicken Run ,63843478.26086957
Along Came Polly ,54327695.560253695
Boomerang ,69641925.53948304
The Heat ,45100857.14285715
Cleopatra ,248311228.26086956
Here Comes the Boom ,44696912.59602842
High Crimes ,57051618.871415354
The Mirror Has Two Faces ,65428389.56078931
The Mothman Prophecies ,43467900.09250694
Brüno ,47830618.89250815
Licence to Kill ,63072214.76510067
Red Riding Hood ,45615976.33136094
15 Minutes ,57952264.61191506
Super Mario Bros. ,71035245.33517623
Lord of War ,62548986.19867098
Hero ,42109528.2146161
One for the Money ,42568488.18669373
The Interview ,45410177.11554681
The Warrior's Way ,50418129.10117504
McHale's Navy             ,nan
Micmacs ,30748255.002326667
8 Mile ,55693246.993524514
Animal Kingdom: Let's go Ape ,nan
A Knight's Tale ,89688028.56605902
The Medallion ,54454052.09840811
The Sixth Sense ,58665601.27846584
Man on a Ledge ,44696912.59602842
The Big Year ,44529881.65680473
The Karate Kid ,18813581.037796285
American Hustle ,41954285.71428572
The Proposal ,45552970.37381728
Double Jeopardy ,102664802.23731522
Back to the Future Part II ,78840268.45637584
Lucy ,41281979.19595165
Fifty Shades of Grey ,41229818.896532364
Spy Kids 3-D: Game Over ,50469609.26193923
A Time to Kill ,62312751.96265648
Cheaper by the Dozen ,53125904.486251816
Lone Survivor ,41954285.71428572
A League of Their Own ,69641925.53948304
The Conjuring 2 ,40721020.5213533
The Social Network ,44816114.75660004
He's Just Not That Into You ,45552970.37381728
Scary Movie 4 ,54537801.25453946
Scream 3 ,56749758.454106286
Back to the Future Part III ,74803871.62506367
Get Hard ,41229818.896532364
Bram Stoker's Dracula ,69641925.53948304
Julie & Julia ,45552970.37381728
42 ,41954285.71428572
The Talented Mr. Ripley ,58665601.27846584
Dumb and Dumber To ,36121731.79645769
Eight Below ,48478045.55959063
The Intern ,36076091.53446582
Ride Along 2 ,40721020.5213533
The Last of the Mohicans ,69641925.53948304
Ray ,51740662.43833686
Sin City ,50039188.95893679
Vantage Point ,45391035.54868624
"I Love You, Man ",45552970.37381728
Shallow Hal ,55192632.96372863
JFK ,71751771.31688249
Big Momma's House 2 ,48478045.55959063
The Mexican ,46913738.01916933
Unbroken ,67083216.19342142
17 Again ,22776485.18690864
The Other Woman ,41281979.19595165
The Final Destination ,45552970.37381728
Bridge of Spies ,41229818.896532364
Behind Enemy Lines ,55192632.96372863
Get Him to the Greek ,nan
Shall We Dance ,64675828.04792107
Small Soldiers ,59959167.00694161
Spawn ,60878938.64013267
The Count of Monte Cristo ,47543015.726179466
The Lincoln Lawyer ,43443786.98224852
Unknown ,32582840.23668639
The Prestige ,48478045.55959063
Horrible Bosses 2 ,43346078.15574923
Escape from Planet Earth ,41954285.71428572
Apocalypto ,48478045.55959063
The Living Daylights ,64516695.95782074
Predators ,44816114.75660004
Legal Eagles ,89156041.28718884
Secret Window ,51740662.43833686
The Lake House ,48478045.55959063
The Skeleton Key ,53792128.13085705
The Odd Life of Timothy Green ,26605305.11668358
Made of Honor ,45391035.54868624
Jersey Boys ,41281979.19595165
The Rainmaker ,60878938.64013267
Gothika ,53125904.486251816
Amistad ,54791044.7761194
Medicine Man ,69641925.53948304
Aliens vs. Predator: Requiem ,47132081.52784465
Ri¢hie Ri¢h ,65936237.09025595
Autumn in New York ,56749758.454106286
Music and Lyrics ,nan
Paul ,43443786.98224852
The Guilt Trip ,42568488.18669373
Scream 4 ,43443786.98224852
8MM ,58665601.27846584
The Doors ,68164182.75103836
Sex Tape ,41281979.19595165
Hanging Up ,85124637.68115942
Final Destination 5 ,43443786.98224852
Mickey Blue Eyes ,58665601.27846584
Pay It Forward ,56749758.454106286
Fever Pitch ,37529391.71920259
Arthur             ,nan
Drillbit Taylor ,45391035.54868624
A Million Ways to Die in the West ,41281979.19595165
The Shadow ,41210148.18140997
Extremely Loud & Incredibly Close ,43443786.98224852
Morning Glory ,44816114.75660004
Get Rich or Die Tryin' ,50039188.95893679
The Art of War ,56749758.454106286
Rent ,50039188.95893679
Bless the Child ,56749758.454106286
The Out-of-Towners ,58665601.27846584
The Island of Dr. Moreau ,62312751.96265648
The Musketeer ,55192632.96372863
The Other Boleyn Girl ,39717156.10510047
Sweet November ,55192632.96372863
The Reaping ,47132081.52784465
Mean Streets ,2751874.062968516
Renaissance Man ,65936237.09025595
Colombiana ,43443786.98224852
The Magic Sword: Quest for Camelot ,59959167.00694161
City by the Sea ,81502312.67345051
At First Sight ,87998401.91769876
Torque ,51740662.43833686
City Hall ,62312751.96265648
Showgirls ,72153308.58265997
Marie Antoinette ,48478045.55959063
Kiss of Death ,64136274.29569776
Get Carter ,56749758.454106286
The Impossible ,47889549.210030444
Ishtar ,109678383.12829526
Fantastic Mr. Fox ,45552970.37381728
Life or Something Like It ,54334875.115633674
Memoirs of an Invisible Man ,69641925.53948304
Amélie ,106245818.4551776
New York Minute ,38805496.828752644
Alfie ,77610993.65750529
Big Miracle ,42568488.18669373
The Deep End of the Ocean ,58665601.27846584
Feardotcom ,57051618.871415354
Cirque du Freak: The Vampire's Assistant ,45552970.37381728
Victor Frankenstein ,41229818.896532364
Duplex ,53125904.486251816
Soul Men ,nan
Raise the Titanic ,106749596.12277868
Universal Soldier: The Return ,35199360.7670795
Pandorum ,37581200.55839926
Impostor ,55192632.96372863
Extreme Ops ,54334875.115633674
Just Visiting ,55192632.96372863
Sunshine ,30635852.993099023
A Thousand Words ,42568488.18669373
Delgo ,45391035.54868624
The Gunman ,41229818.896532364
Alex Rider: Operation Stormbreaker ,48478045.55959063
Disturbia ,23566040.763922326
Hackers ,32068137.14784888
The Hunting Party ,29457550.954902906
The Hudsucker Proxy ,49452177.81769197
The Warlords ,47132081.52784465
Nomad: The Warrior ,31274493.09933549
Snowpiercer ,41115200.0
A Monster in Paris ,27152366.863905326
The Last Shot ,nan
The Crow ,37913336.326897174
Baahubali: The Beginning ,18580370.43605223
The Time Traveler's Wife ,44414146.11447185
Because I Said So ,nan
The Fast and the Furious ,52433001.3155422
Frankenweenie ,41504275.98202638
Serenity ,50039188.95893679
Against the Ropes ,50447145.877378434
Superman III ,95669228.19913131
Grudge Match ,41954285.71428572
Red Cliff ,628248244.8222566
Sweet Home Alabama ,51618131.359851986
The Ugly Truth ,43275321.85512642
Sgt. Bilko ,60754933.16359007
Spy Kids 2: Island of Lost Dreams ,51618131.359851986
Star Trek: Generations ,57694207.453973964
The Grandmaster ,40485885.71428572
Water for Elephants ,41271597.63313609
3rd Rock from the Sun             ,nan
Dragon Nest: Warriors' Dawn ,41281979.19595165
The Hurricane ,55732321.214542545
Enough ,51618131.359851986
Heartbreakers ,48293553.843262546
Paul Blart: Mall Cop 2 ,30922364.172399275
Angel Eyes ,52433001.3155422
Joe Somebody ,52433001.3155422
The Ninth Gate ,55732321.214542545
Extreme Measures ,59197114.36452366
Rock Star ,78649501.97331329
Precious ,11388242.59345432
White Squall ,59197114.36452366
The Thing ,37975862.06896552
Riddick ,39856571.42857143
Switchback ,56313018.242122725
Texas Rangers ,52433001.3155422
City of Ember ,62412673.87944359
The Master ,34054790.549354985
Virgin Territory ,44775477.45145242
The Express ,45391035.54868624
The 5th Wave ,38684969.49528564
Creed ,36076091.53446582
The Town ,41454906.14985503
What to Expect When You're Expecting ,42568488.18669373
Burn After Reading ,41986707.88253478
Nim's Island ,41986707.88253478
Rush ,39856571.42857143
Magnolia ,54265681.1825809
Cop Out ,41454906.14985503
How to Be Single ,38684969.49528564
Dolphin Tale ,40185502.95857988
Twilight ,41986707.88253478
John Q ,48901387.604070306
Blue Streak ,95331602.07750699
We're the Millers ,38807714.28571429
Obitaemyy ostrov ,33595315.65069024
Breakdown ,54791044.7761194
Never Say Never Again ,88310056.79919814
Hot Tub Time Machine ,40334503.28094003
Dolphin Tale 2 ,37153781.27635648
Reindeer Games ,48237294.68599034
A Man Apart ,47813314.03762663
Aloha ,38137582.47929244
Ghosts of Mississippi ,56081476.76639084
Snow Falling on Cedars ,52799041.15061925
The Rite ,40185502.95857988
Gattaca ,54791044.7761194
Isn't She Great ,51074782.608695656
Space Chimps ,41986707.88253478
Head of State ,46750795.9479016
The Hangover ,39858849.07709012
Ip Man 3 ,37106837.00687913
Austin Powers: The Spy Who Shagged Me ,48399121.05473432
Batman ,68985234.89932886
There Be Dragons ,39099408.284023665
Lethal Weapon 3 ,60936684.847047664
The Blind Side ,33025903.52101753
Rush Hour             ,nan
Spy Kids ,48293553.843262546
Horrible Bosses ,38013313.609467454
True Grit ,42575309.01877004
The Devil Wears Prada ,42418289.8646418
Star Trek: The Motion Picture ,117822099.95414948
Identity Thief ,36710000.0
Cape Fear ,62782799.90227217
21 ,39717156.10510047
Trainwreck ,36076091.53446582
Guess Who ,43784290.33906969
The English Patient ,42061107.57479312
L.A. Confidential ,53269071.31011609
Sky High ,43784290.33906969
In & Out ,53269071.31011609
Species ,56119240.008735545
A Nightmare on Elm Street ,4233055.733504164
The Cell ,46818550.72463769
The Man in the Iron Mask ,52464271.13107391
Secretariat ,39214100.412025034
TMNT ,40062269.29866795
Radio ,46485166.42547034
Friends with Benefits ,38013313.609467454
Neighbors 2: Sorority Rising ,35630892.956184134
Saving Mr. Banks ,36710000.0
Malcolm X ,57454588.570073515
This Is 40 ,37247427.16335701
Old Dogs ,39858849.07709012
Underworld: Rise of the Lycans ,39858849.07709012
License to Wed ,41240571.33686407
The Benchwarmers ,39994387.58666227
Must Love Dogs ,37529391.71920259
Donnie Brasco ,53269071.31011609
Resident Evil ,44826271.97039778
Poltergeist ,27089448.27586207
The Ladykillers ,45273079.63354475
Max Payne ,39717156.10510047
In Time ,43443786.98224852
The Back-up Plan ,39214100.412025034
Something Borrowed ,38013313.609467454
Hit the Floor             ,nan
Black Knight ,68990791.20466079
The Bad News Bears ,nan
Street Fighter ,57694207.453973964
The Pianist ,47543015.726179466
From Hell ,48293553.843262546
The Nativity Story ,36358534.16969297
House of Wax ,37529391.71920259
Closer ,34924947.145877376
J. Edgar ,38013313.609467454
Mirrors ,39717156.10510047
Queen of the Damned ,47543015.726179466
Predator 2 ,65453387.671930715
Untraceable ,39717156.10510047
Blast from the Past ,51332401.11865761
Flash Gordon ,59305331.17932149
Jersey Girl ,45273079.63354475
Alex Cross ,37247427.16335701
Midnight in the Garden of Good and Evil ,45659203.98009951
Heist ,19584163.975852873
Nanny McPhee Returns ,39214100.412025034
Hoffa ,60936684.847047664
The X Files: I Want to Believe ,34043276.661514685
Ella Enchanted ,45273079.63354475
Concussion ,36076091.53446582
Abduction ,38013313.609467454
Valiant ,43784290.33906969
Wonder Boys ,78030917.87439615
Superhero Movie ,39717156.10510047
Broken City ,36710000.0
Cursed ,43784290.33906969
Premium Rush ,37247427.16335701
Hot Pursuit ,36076091.53446582
The Four Feathers ,47543015.726179466
Parker ,36710000.0
Wimbledon ,40099013.38971106
Furry Vengeance ,39214100.412025034
Bait ,31926366.140020296
Krull ,66232542.599398606
Lions for Lambs ,41240571.33686407
Flight of the Intruder ,62782799.90227217
Walk Hard: The Dewey Cox Story ,41240571.33686407
The Shipping News ,48293553.843262546
American Outlaws ,48293553.843262546
The Young Victoria ,39858849.07709012
Whiteout ,39858849.07709012
The Tree of Life ,34755029.585798815
Knock Off ,52464271.13107391
Sabotage ,36121731.79645769
The Order ,50469609.26193923
Punisher: War Zone ,39717156.10510047
Zoom ,42418289.8646418
The Walk ,36076091.53446582
Warriors of Virtue ,53269071.31011609
A Good Year ,42418289.8646418
Luther             ,nan
Radio Flyer ,60936684.847047664
"Blood In, Blood Out ",59196037.77931353
Smilla's Sense of Snow ,53269071.31011609
Femme Fatale ,47543015.726179466
Lion of the Desert ,103784329.56381261
The Horseman on the Roof ,nan
Ride with the Devil ,51332401.11865761
Biutiful ,nan
The Lovers ,nan
Bandidas ,38782436.4476725
Black Water Transit ,26192957.964944936
The Maze Runner ,35089682.3165589
Unfinished Business ,36076091.53446582
The Age of Innocence ,50739460.95369731
The Fountain ,42418289.8646418
Chill Factor ,49865761.08669596
Stolen ,37247427.16335701
Ponyo ,38582380.21638331
The Longest Ride ,35045346.06205251
The Astronaut's Wife ,49865761.08669596
I Dreamed of Africa ,48237294.68599034
Playing for Keeps ,37247427.16335701
Mandela: Long Walk to Freedom ,36710000.0
Reds ,94059297.21815522
A Few Good Men ,69641925.53948304
Exit Wounds ,45533922.195076115
Big Momma's House ,42562318.84057971
Thunder and the House of Magic ,35661142.85714286
The Darkest Hour ,32582840.23668639
Step Up Revolution ,35119002.75402233
Snakes on a Plane ,39994387.58666227
The Watcher ,46818550.72463769
The Punisher ,42686046.511627905
Goal! The Dream Begins ,12509797.239734197
Safe ,31926366.140020296
Pushing Tin ,55732321.214542545
Star Wars: Episode VI - Return of the Jedi ,79724356.83260943
Doomsday ,34043276.661514685
The Reader ,36312828.438949
Wanderlust ,nan
Elf ,43828871.20115775
Phenomenon ,49850201.570125185
Snow Dogs ,47543015.726179466
Scrooged ,66106921.77827801
Nacho Libre ,38782436.4476725
Bridesmaids ,35298076.92307692
This Is the End ,33563428.571428575
Stigmata ,42532560.926887736
Men of Honor ,45399806.763285026
Takers ,22408057.37830002
The Big Wedding ,36710000.0
"Big Mommas: Like Father, Like Son ",34755029.585798815
Source Code ,34755029.585798815
Alive ,54122091.68394379
The Number 23 ,37705665.22227572
The Young and Prodigious T.S. Spivet ,34612285.71428572
1941 ,117822099.95414948
Dreamer: Inspired by a True Story ,40031351.16714943
A History of Violence ,40031351.16714943
Transporter 2 ,40031351.16714943
The Quick and the Dead ,51309019.43655821
Laws of Attraction ,36218463.7068358
Bringing Out the Dead ,80665201.75789052
Repo Men ,35852891.80528003
Dragon Wars: D-War ,41240571.33686407
Bogus ,46734563.97199236
The Incredible Burt Wonderstone ,31465714.285714287
Cats Don't Dance ,48703150.91210614
Cradle Will Rock ,46932481.02277267
The Good German ,38782436.4476725
George and the Dragon ,41392529.95066948
Apocalypse Now ,106039889.95873454
Going the Distance ,35852891.80528003
Mr. Holland's Opus ,10422144.573050886
Criminal ,32067803.660565723
Out of Africa ,70421410.89108911
Flight ,32990578.34468764
Moonraker ,114455754.24117379
The Grand Budapest Hotel ,25801236.99746978
Hearts in Atlantis ,42774290.546889685
Arachnophobia ,57973000.50942435
Frequency ,43981062.80193237
Ghostbusters ,146595673.87687188
Vacation ,31953109.644812584
Get Shorty ,48503057.436121434
Chicago ,61126734.50508788
Big Daddy ,50159089.09308829
American Pie 2 ,41394474.72279647
Toy Story ,48102205.72177332
Speed ,41210148.18140997
The Vow ,31926366.140020296
Extraordinary Measures ,34732488.93636503
Remember the Titans ,42562318.84057971
The Hunt for Red October ,56102903.71879776
Lee Daniels' The Butler ,31465714.285714287
Dodgeball: A True Underdog Story ,25870331.21916843
The Addams Family ,68164182.75103836
Ace Ventura: When Nature Calls ,48102205.72177332
The Princess Diaries ,51053185.49144898
The First Wives Club ,40503288.77572671
Se7en ,52912426.293950655
District 9 ,34164727.78036296
The SpongeBob SquarePants Movie ,38805496.828752644
Mystic River ,33203690.303907383
